,id,tweet,subtask_a,subtask_b,subtask_c
3340,22943, tried comment  journalistic smear made justiceclarencethomas reason blocked yr old christian gmother tweets occasionally sees injustice liberals amp msm take every chance attack opposite opinion,NOT,,
3341,48645,  it crossed mind sheriff israel may ordered stand down the democrats use tragedy public eye promote gun control its shame things even came mind i seen much left surprised anything,OFF,TIN,GRP
3342,59296, how gun control working chicago,NOT,,
3343,80930, i heard ur cock big lonely,OFF,TIN,IND
3344,76406, ohh liberals fighting ,NOT,,
3345,87895, theyre becoming like antifa everyday,NOT,,
3346,83744,  i suggest  get real life,NOT,,
3347,64722, she really tall lol,NOT,,
3348,74440, i love antiguncontrol folks simultaneously cant blame guns people die also you cant blame cops guns go off,NOT,,
3349,16360,  dont humble you liberals twitter nothing divide americans deserve credit,NOT,,
3350,84591,       universal background checks assault weapons ban would absolutely change things im swedishstyle gun control did know swedes big hunters berniecrats want swedishstyle healthcare,NOT,,
3351,27379,  are bipolar you keep saying different shit people commenting u said,OFF,TIN,OTH
3352,43820, fascist left are everywhere we must crush them boycotts work folks,OFF,UNT,
3353,51413,  ijesus itrump i a republican i vote republican never touched cigarette drug im  percent proud all that  maga kag bebest chooseright walkaway trumptrain,NOT,,
3354,89945,  i busy kneeling watch,NOT,,
3355,55498,  tucker carlson idiot he knows exactly doing that makes malicious,NOT,,
3356,71921,       smart lady too smart liberals,NOT,,
3357,37860,    whats book president trump got antifa pamphlet,NOT,,
3358,38149,  anderson lies report fact get except blm amp antifa real viewers,NOT,,
3359,49114, im even bron fan overall best player league,NOT,,
3360,31111, look state that i bet spends weekends antifa protests ,NOT,,
3361,23331, exactly cadistrict  kick ol moneybags  mccarthy out vote for  responsible gun control vote against nra vote safety californians mattacongress sendmccarthypacking cadeservesbetter,NOT,,
3362,70596,dickdurbin illinois chicago strictest gun control gang drug killing field ,OFF,UNT,
3363,36646, in words mueller its constipated in words mueller diarrhea ,OFF,TIN,IND
3364,32844,follow qanon wwgwga greatawakening pain draintheswamp lockthemallup maga popcorn   wwgonewgall ,NOT,,
3365,99147, you freaking valid,NOT,,
3366,10495,a new bill aims send masked antifa activists jail  years ,NOT,,
3367,75715,                                                  sadly wrong,NOT,,
3368,26198,  wanna make sure see were basking booty,NOT,,
3369,34902,mccaskill campaign hit report husbands federal subsidy windfall  mccaskill kavanaugh christineblaseyford thursdaythoughts maga,NOT,,
3370,79598,libdemconf shows  absolutely void constructive ideas myriad problems uk faces begging   moderates answer thatcher right parrot dead,OFF,TIN,IND
3371,79970, probably say fuck,OFF,TIN,IND
3372,11260, wow guy played guy pitching doggy product modern family thinks conscience nation also i get hamilton tickets,NOT,,
3373,88691,    i raise lion senate he actually killed someone yet liberals continued send back congress  years blather ,NOT,,
3374,26792, why ruin shit lol,OFF,TIN,IND
3375,59603, your looking like plant maga walkaway ,OFF,TIN,IND
3376,86997, greatest potus ever maga trump,NOT,,
3377,66340,  kamala said justice blind  by way absolutely right point yet you something untrustworthy can feel it lmao ,NOT,,
3378,95463,   niggaaahhhh,NOT,,
3379,48266, from man fast furious held contempt,OFF,TIN,IND
3380,20156, and  accuser or  accusers or believe accuse conservatives just another elitist hollywood hypocrite,NOT,,
3381,17564, i told matter much i try life keeps biting ass,OFF,TIN,IND
3382,95934, in easy brat are nothing its legit nothing,NOT,,
3383,25543,  you delusional think reason either game lost past two seasons lmao,OFF,UNT,
3384,81978, segment judicial watch tom fitton awesome thank you asking questions highlighting great work country,NOT,,
3385,30007, ugh i meant wigs shit,OFF,UNT,
3386,40952, detailed manifesto lovelondon  mayoral selection imbackingboff ,NOT,,
3387,26180, fat ass liar strikes again neverforget,OFF,TIN,IND
3388,89980, he totally bluffing,OFF,TIN,IND
3389,47178, i stunned giving guy airtime stunned,NOT,,
3390,77212, im ready yaaas,NOT,,
3391,13566,democrat cant even compete w  maga ,OFF,TIN,IND
3392,70822, she monster,OFF,TIN,IND
3393,75983, keep maga  ,NOT,,
3394,47751,   prob gonna answer worth shot yall fix glare ,NOT,,
3395,86876,  i work oldest  daughter stood line amp voted  she still bitter amp itll tough get back year,NOT,,
3396,51746,  so alyssa saying hes guilty what ever happened innocent guilty and innocent would least tweet apology shut answer tweet,OFF,TIN,IND
3397,18518, she one satans daughters,OFF,TIN,IND
3398,16745,     hahahah man please pass along whatever smoking ,NOT,,
3399,24288, this information fully investigated considered gets life time high court appointment conservatives refused even give obamas person hearing please stop acting like play board everyone else goes low,OFF,UNT,
3400,44910,    you boring individual its seems good,OFF,TIN,IND
3401,71756,   actually ancestors long anyone got even french ass native americans first so get facts straight so wanna throw punches make sure know throwing first,OFF,TIN,OTH
3402,97102,  i would think pope really man god would taken care problem catholic church instead trying cover,NOT,,
3403,31315, gutierries  help pr  what besides hoping high body count blame trump,OFF,TIN,IND
3404,59920,   most stupid tweet yetand yesits libtard,OFF,TIN,IND
3405,86132,rendell andrewgillum probably little too progressive florida  trump maga,NOT,,
3406,59873,  free speech systems llc aka infowars linked foreign intel agency nondomestic entity,NOT,,
3407,79718,conservatives cut police funding person complains crime person votes conservative tackle crime ,OFF,UNT,
3408,53657,  its shame seeing advanced case tds combined terminal liberalism ill pray you might wanna reflect nazi propaganda vs modern liberal racists everywhere tactics also compare antifa vs nazi brown shirts whos righteous whos filled hate,NOT,,
3409,68259,  thanks much  excellent thread definitely going taking look upcoming class offerings and hopefully able take siwc presentation doing,NOT,,
3410,20951,   go it,NOT,,
3411,80869, probably sex twice boruto sister one cares,OFF,TIN,IND
3412,11327, eric holder arms dealer jail ass slip,OFF,TIN,IND
3413,47806, bale shit,OFF,TIN,IND
3414,30612,   whats funding it,NOT,,
3415,97780,mondaymorning mondaymotivation mondaymood mondaythoughts another republicans  trump swamp lier  maga women christianity ,OFF,TIN,GRP
3416,72937, antifa declared domestic terrorist organization,NOT,,
3417,45761, he orchestratedprovoked could cry victim yet another conspiracyhes desperate weirdo,OFF,TIN,IND
3418,71329,                                                  she is,NOT,,
3419,24726, get back peanut farm old man,OFF,TIN,IND
3420,37668,  they dont learn look biden dbld hrc winning strategy,NOT,,
3421,93489,  lol why would conservatives want hide that it contradicts everything ford claimed ,NOT,,
3422,76897,  you funny lol rolling floor laughing uncontrollably,NOT,,
3423,68459, your fucking bf nigga,OFF,TIN,IND
3424,40962,  she is threatening american citizens she will kill women arrest her,OFF,TIN,GRP
3425,19091,  this bch behar needs shut big ugly hole face think fact giving kavanaugh family benefit rights citizens in fat head theyre guilty bc theyre conservatives behar needs muzzle around decent people hrc clone,OFF,TIN,IND
3426,59793,  thats saying situations similar,NOT,,
3427,60463, thank president trump you maga,NOT,,
3428,41366, mueller go fornicate himself he crooked day long,OFF,TIN,OTH
3429,31839,  is occupy romper room,NOT,,
3430,57181, u know ford avowed radical leftist ties soros antifa right plum crazy,NOT,,
3431,11271,people leaving racist comments posts instantly blocked there low follow accounts posting crap i think trying make maga look bad if racist way feel free block i think ignorant pos,OFF,TIN,GRP
3432,25946,  why always this,NOT,,
3433,43900,  whos oboma,NOT,,
3434,53662, why antifa upset w prof blasford antifa group harrasses amp threatens people homes,OFF,TIN,GRP
3435,18220, primary argument kavanaugh constitutional the democrats started civil war clinton they heightened propaganda obama they scared animals backed corner antifa blm amp ms sturmabteilung,OFF,TIN,GRP
3436,16922, both qanon antifa listed diseases,OFF,TIN,IND
3437,68140,the swamp dc amp ny selfenrichment wethepeople must take our country back takeusaback maga americafirst usa mondaymotivation mondaymorning mondaymood constitutionday ,NOT,,
3438,61070, bullcrap,NOT,,
3439,38765, dont even presume know liberals feel think i liberal i personally opposed abortion lifeanddeath circumstances but i also personally opposed imposing my personal feelings abortion anyone else so us favor stfu,OFF,UNT,
3440,82925, i love bitchhh i aint never gonna stop loving you bitchhhhhh,OFF,TIN,IND
3441,43631, im broke ass bitxh  lol eveb better runs sleep like shes lying runs like feet going usain bolt xd get kicked lot ,OFF,TIN,IND
3442,49894, as usual  doesnt clue the kids must make shit takes crap since consistency,OFF,TIN,IND
3443,30203,    sorry antifa its far right know people probaly like desperate control women,NOT,,
3444,83902, its mindboggling people swear trudeau amp co marxists  standard liberals canada v well acquainted,NOT,,
3445,11189,some reading maga time wake folks ,NOT,,
3446,75855, does anyone remember u made music,NOT,,
3447,23299,  the truth unless evidence allegations if proof what says what says she get marks truthfulness woman women lie quickly man can,NOT,,
3448,39795,  omg yeah thing large range price item bought bag rm also saw another shop selling rm like wow,NOT,,
3449,91592, its sad scary french socalled justice system ordering  le pen undergo psych eval dared reveal horrors daeshisis the true crazies radical muslims liberals protect them,NOT,,
3450,58056,opportunist max an evil lier also ,OFF,UNT,
3451,84152, also  didnt flatout stop showing set freddie mercury biopic that shit kill careerand getting another gig,NOT,,
3452,58986, they help along better ok sober cut ,NOT,,
3453,80951,she comes cage least two months worth food left two food bowls together extra  cage expensive she doesnt groomed yet due fact still puppy she comes bigger cage dm for information ,NOT,,
